symbol,timestamp,price,change,change_percent,volume,market_cap,pe_ratio,dividend_yield
AAPL,2025-05-14T10:30:15.221771,5914.0,,,,,,
MSFT,2025-05-14T10:30:16.535677,5914.0,,,,,,
GOOGL,2025-05-14T10:30:17.788756,5914.0,,,,,,
AMZN,2025-05-14T10:30:19.249185,5914.25,,,,,,
